date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,16:09:44,NINTEN,Articuno,Bug Catcher,3,1:33.26,1:33,0h1m33s,1,0,10,0:13,4.392,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:09:46,NINTEN,Articuno,Youngster,2,1:35.82,1:35,0h1m35s,1,0,10,0:14,1.639,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:09:51,NINTEN,Articuno,Bug Catcher,4,1:40.91,1:40,0h1m40s,1,0,11,0:15,4.296,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:09:56,NINTEN,Articuno,Bug Catcher,2,1:45.68,1:45,0h1m45s,1,0,12,0:17,2.971,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:10:04,NINTEN,Articuno,Super Nerd,2,1:53.26,1:53,0h1m53s,1,0,13,0:19,2.252,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:10:21,NINTEN,Articuno,Super Nerd,3,2:10.82,2:10,0h2m10s,1,0,14,0:23,2.548,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:10:26,NINTEN,Articuno,Rocket,3,2:15.79,2:15,0h2m15s,1,0,15,0:24,2.908,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:11:31,NINTEN,Articuno,Rival1-Lab,1,15.94,15,0h0m15s,0,0,5,0:02,2.704,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:12:12,NINTEN,Articuno,Bug Catcher,1,56.35,56,0h0m56s,0,0,7,0:10,3.171,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:12:20,NINTEN,Articuno,Brock,2,1:04.37,1:04,0h1m4s,0,0,9,0:11,3.017,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:12:30,NINTEN,Articuno,Bug Catcher,3,1:14.34,1:14,0h1m14s,0,0,10,0:13,5.469,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:12:33,NINTEN,Articuno,Youngster,2,1:17.52,1:17,0h1m17s,0,0,10,0:14,2.062,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:13:00,NINTEN,Articuno,Rival1-Lab,1,15.93,15,0h0m15s,0,0,5,0:02,2.688,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:13:40,NINTEN,Articuno,Bug Catcher,1,56.32,56,0h0m56s,0,0,7,0:10,3.173,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:13:48,NINTEN,Articuno,Brock,2,1:04.32,1:04,0h1m4s,0,0,9,0:11,3.016,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:13:58,NINTEN,Articuno,Bug Catcher,3,1:14.27,1:14,0h1m14s,0,0,10,0:13,5.452,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:14:01,NINTEN,Articuno,Youngster,2,1:17.46,1:17,0h1m17s,0,0,10,0:14,2.063,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:14:08,NINTEN,Articuno,Bug Catcher,4,1:23.88,1:23,0h1m23s,0,0,11,0:15,5.437,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:14:14,NINTEN,Articuno,Bug Catcher,2,1:29.92,1:29,0h1m29s,0,0,12,0:17,3.704,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:14:24,NINTEN,Articuno,Super Nerd,2,1:40.22,1:40,0h1m40s,0,0,13,0:19,2.843,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:16:58,NINTEN,Articuno,Rival1-Lab,1,15.94,15,0h0m15s,0,0,5,0:02,2.688,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:17:39,NINTEN,Articuno,Bug Catcher,1,56.33,56,0h0m56s,0,0,7,0:10,3.171,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:17:47,NINTEN,Articuno,Brock,2,1:04.35,1:04,0h1m4s,0,0,9,0:11,3.031,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:17:56,NINTEN,Articuno,Bug Catcher,3,1:14.28,1:14,0h1m14s,0,0,10,0:13,5.438,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:18:00,NINTEN,Articuno,Youngster,2,1:17.48,1:17,0h1m17s,0,0,10,0:14,2.049,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:18:06,NINTEN,Articuno,Bug Catcher,4,1:23.91,1:23,0h1m23s,0,0,11,0:15,5.453,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:18:12,NINTEN,Articuno,Bug Catcher,2,1:29.96,1:29,0h1m29s,0,0,12,0:17,3.703,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:18:22,NINTEN,Articuno,Super Nerd,2,1:40.24,1:40,0h1m40s,0,0,13,0:19,2.843,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:18:46,NINTEN,Articuno,Super Nerd,3,2:03.85,2:03,0h2m3s,0,0,14,0:23,3.14,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:18:52,NINTEN,Articuno,Rocket,3,2:09.43,2:09,0h2m9s,0,0,15,0:24,3.034,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:19:06,NINTEN,Articuno,Rival2-Nugget Bridge,4,2:23.79,2:23,0h2m23s,0,0,16,0:27,5.033,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,16:19:14,NINTEN,Articuno,Bug Catcher,2,2:32.13,2:32,0h2m32s,0,0,16,0:29,2.985,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,16:19:18,NINTEN,Articuno,Lass,2,2:35.37,2:35,0h2m35s,0,0,16,0:29,2.265,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,16:19:22,NINTEN,Articuno,Youngster,3,2:39.46,2:39,0h2m39s,0,0,17,0:30,3.156,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,16:19:25,NINTEN,Articuno,Lass,2,2:42.46,2:42,0h2m42s,0,0,17,0:31,2.078,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,16:19:28,NINTEN,Articuno,Jr Trainer M,1,2:45.65,2:45,0h2m45s,0,0,17,0:31,2.202,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,16:19:33,NINTEN,Articuno,Rocket,2,2:51.24,2:51,0h2m51s,0,0,18,0:33,3.532,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,16:19:39,NINTEN,Articuno,Hiker,2,2:56.43,2:56,0h2m56s,0,0,18,0:34,2.141,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,16:19:46,NINTEN,Articuno,Lass,2,3:03.49,3:03,0h3m3s,0,0,18,0:35,3.797,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,16:19:50,NINTEN,Articuno,Jr Trainer M,2,3:08.26,3:08,0h3m8s,0,0,19,0:36,2.313,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,16:19:55,NINTEN,Articuno,Lass,3,3:12.55,3:12,0h3m12s,0,0,19,0:37,2.844,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,16:20:09,NINTEN,Articuno,Jr Trainer F,1,3:26.43,3:26,0h3m26s,0,0,19,0:39,2.61,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,16:20:18,NINTEN,Articuno,Misty,2,3:35.39,3:35,0h3m35s,0,0,20,0:41,6.732,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,16:20:31,NINTEN,Articuno,Cerulean Rocket,2,3:48.35,3:48,0h3m48s,0,0,21,0:44,7.158,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,16:20:41,NINTEN,Articuno,Jr Trainer F,3,3:59.27,3:59,0h3m59s,0,0,21,0:46,3.139,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,16:20:46,NINTEN,Articuno,Jr Trainer M,2,4:03.82,4:03,0h4m3s,0,0,21,0:47,3.531,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,16:20:56,NINTEN,Articuno,Youngster,1,4:13.43,4:13,0h4m13s,0,0,22,0:49,1.581,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,16:21:07,NINTEN,Articuno,Fisher,3,4:24.42,4:24,0h4m24s,0,0,22,0:51,5.173,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,16:21:11,NINTEN,Articuno,Gentleman,2,4:28.83,4:28,0h4m28s,0,0,23,0:52,2.361,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,16:21:20,NINTEN,Articuno,Rival3-SS Anne,4,4:37.99,4:37,0h4m37s,0,0,23,0:54,6.782,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,16:21:50,NINTEN,Articuno,Surge,1,5:08.10,5:08,0h5m8s,0,0,24,1:00,2.673,ICE BEAM,PECK,,,2,2567,272,31,26,123,116,56,11,10412,Flareon
11-18,16:22:10,NINTEN,Articuno,Wrapping Lass,4,5:28.26,5:28,0h5m28s,0,0,24,1:04,3.954,ICE BEAM,PECK,,,2,2756,288,32,26,127,120,56,13,13184,Flareon
11-18,16:22:15,NINTEN,Articuno,Bug Catcher,3,5:32.76,5:32,0h5m32s,0,0,24,1:04,2.812,ICE BEAM,PECK,,,2,2796,290,33,26,130,123,56,13,13544,Flareon
11-18,16:22:25,NINTEN,Articuno,Pokemaniac,2,5:42.94,5:42,0h5m42s,0,0,25,1:06,4.251,ICE BEAM,PECK,,,2,2916,305,34,26,135,128,59,13,13744,Flareon
11-18,16:22:36,NINTEN,Articuno,Pokemaniac,1,5:53.55,5:53,0h5m53s,0,0,25,1:08,3.751,ICE BEAM,PECK,,,2,2955,308,35,27,140,133,63,13,14894,Flareon
11-18,16:22:42,NINTEN,Articuno,Jr Trainer F,2,5:59.52,5:59,0h5m59s,0,0,25,1:10,3.627,ICE BEAM,PECK,,,2,2968,308,36,27,144,137,65,13,16144,Flareon
11-18,16:22:53,NINTEN,Articuno,Selfdestructing Hiker,3,6:11.18,6:11,0h6m11s,0,0,26,1:12,3.438,ICE BEAM,PECK,,,2,3081,318,37,27,147,140,65,13,16584,Flareon
11-18,16:23:00,NINTEN,Articuno,Jr Trainer F,3,6:17.46,6:17,0h6m17s,0,0,26,1:13,3.078,ICE BEAM,PECK,,,2,3135,340,38,27,150,143,66,13,17319,Flareon
11-18,16:23:07,NINTEN,Articuno,Gambler,2,6:24.54,6:24,0h6m24s,0,0,26,1:15,2.141,ICE BEAM,PECK,,,2,3219,359,39,28,152,145,66,14,17719,Flareon
11-18,16:23:26,NINTEN,Articuno,Rocket,2,6:43.48,6:43,0h6m43s,0,0,27,1:18,2.36,ICE BEAM,PECK,,,2,3494,423,40,28,154,147,66,13,19399,Flareon
11-18,16:23:55,NINTEN,Articuno,Cooltrainer F,3,7:13.08,7:13,0h7m13s,0,0,28,1:24,3.297,ICE BEAM,PECK,FLY,,2,3891,458,41,28,157,150,66,17,2999,Flareon
11-18,16:24:00,NINTEN,Articuno,Erika,3,7:17.76,7:17,0h7m17s,0,0,28,1:25,3.032,ICE BEAM,PECK,FLY,,2,3894,458,42,28,160,153,66,17,3839,Flareon
11-18,16:24:16,NINTEN,Articuno,Rival4-Pkmn Tower,5,7:33.79,7:33,0h7m33s,0,0,29,1:28,10.406,ICE BEAM,PECK,FLY,,2,3944,461,43,28,180,164,81,18,7007,Flareon
11-18,16:24:24,NINTEN,Articuno,Channeler,2,7:41.79,7:41,0h7m41s,0,0,30,1:30,3.142,ICE BEAM,PECK,FLY,,2,3994,467,44,28,184,166,83,18,8632,Flareon
11-18,16:24:30,NINTEN,Articuno,Channeler,1,7:47.83,7:47,0h7m47s,0,0,30,1:31,1.501,ICE BEAM,PECK,FLY,,2,4065,486,45,28,185,167,83,18,9322,Flareon
11-18,16:24:32,NINTEN,Articuno,Channeler,1,7:50.10,7:50,0h7m50s,0,0,30,1:31,1.374,ICE BEAM,PECK,FLY,,2,4073,487,46,28,186,168,83,18,10042,Flareon
11-18,16:24:40,NINTEN,Articuno,Rocket,3,7:58.27,7:58,0h7m58s,0,0,31,1:33,3.468,ICE BEAM,PECK,FLY,,2,4098,488,47,29,190,172,84,18,10762,Flareon
11-18,16:24:59,NINTEN,Articuno,Biker,3,8:16.71,8:16,0h8m16s,0,0,31,1:37,3.439,ICE BEAM,PECK,FLY,,2,4241,509,48,30,194,176,85,19,11572,Flareon
11-18,16:25:11,NINTEN,Articuno,Biker,5,8:28.94,8:28,0h8m28s,0,0,32,1:39,4.766,ICE BEAM,PECK,FLY,,2,4366,524,49,30,199,181,85,18,12132,Flareon
11-18,16:25:49,NINTEN,Articuno,Rocket,1,9:06.53,9:06,0h9m6s,0,0,32,1:47,2.798,ICE BEAM,PECK,FLY,,2,5010,571,50,31,202,184,87,18,12132,Flareon
11-18,16:25:57,NINTEN,Articuno,Rocket,1,9:14.82,9:14,0h9m14s,0,0,33,1:48,2.579,ICE BEAM,PECK,FLY,,2,5109,594,51,31,204,186,88,19,13122,Flareon
11-18,16:26:08,NINTEN,Articuno,Rocket,3,9:25.30,9:25,0h9m25s,0,0,33,1:50,4.764,ICE BEAM,PECK,FLY,,2,5174,608,52,31,210,190,92,19,14112,Flareon
11-18,16:26:43,NINTEN,Articuno,Rival5-Silph,5,10:00.98,10:00,0h10m0s,1,1,41,1:54,12.356,ICE BEAM,PECK,FLY,,3,5209,612,53,31,231,203,106,19,14952,Flareon
11-18,16:26:52,NINTEN,Articuno,Rocket,3,10:09.73,10:09,0h10m9s,1,1,41,1:56,3.343,ICE BEAM,PECK,FLY,,4,5217,612,54,31,234,206,106,18,17552,Flareon
11-18,16:26:59,NINTEN,Articuno,Giovanni-Silph,4,10:16.39,10:16,0h10m16s,1,1,42,1:57,4.203,ICE BEAM,PECK,FLY,,4,5232,617,55,31,238,210,106,18,18482,Flareon
11-18,16:27:10,NINTEN,Articuno,Juggler,4,10:27.75,10:27,0h10m27s,1,1,42,2:00,5.234,ICE BEAM,PECK,FLY,,4,5272,618,56,31,246,214,110,18,22541,Flareon
11-18,16:27:15,NINTEN,Articuno,Tamer,3,10:32.39,10:32,0h10m32s,1,1,43,2:00,3.296,ICE BEAM,PECK,FLY,,4,5279,620,57,31,249,217,110,18,23626,Flareon
11-18,16:27:20,NINTEN,Articuno,Tamer,2,10:37.57,10:37,0h10m37s,1,1,43,2:01,3.563,ICE BEAM,PECK,FLY,,4,5292,621,58,31,251,219,110,18,24946,Flareon
11-18,16:27:26,NINTEN,Articuno,Juggler,2,10:43.55,10:43,0h10m43s,1,1,43,2:03,4.643,ICE BEAM,PECK,FLY,,4,5298,622,59,31,256,222,111,18,26306,Flareon
11-18,16:27:36,NINTEN,Articuno,Koga,4,10:54.05,10:54,0h10m54s,1,1,44,2:05,8.014,ICE BEAM,PECK,FLY,,5,5303,626,60,31,264,230,115,18,27496,Flareon
11-18,16:27:58,NINTEN,Articuno,Fisher,4,11:15.44,11:15,0h11m15s,1,1,44,2:09,5.532,ICE BEAM,PECK,FLY,,5,5460,681,61,31,274,235,121,19,32446,Flareon
11-18,16:28:31,NINTEN,Articuno,Sabrina,3,11:48.70,11:48,0h11m48s,1,1,45,2:16,8.287,ICE BEAM,PECK,FLY,BLIZZARD,6,5922,706,62,31,288,244,130,19,33426,Flareon
11-18,16:28:54,NINTEN,Articuno,Blaine,3,12:12.25,12:12,0h12m12s,1,1,46,2:20,5.127,ICE BEAM,PECK,FLY,BLIZZARD,7,6095,724,63,31,294,250,134,20,38376,Flareon
11-18,16:29:04,NINTEN,Articuno,Cooltrainer M,1,12:21.66,12:21,0h12m21s,1,1,46,2:22,1.875,ICE BEAM,PECK,FLY,BLIZZARD,7,6182,740,64,31,296,252,134,20,43722,Flareon
11-18,16:29:10,NINTEN,Articuno,Blackbelt,3,12:27.43,12:27,0h12m27s,1,1,46,2:23,4.438,ICE BEAM,FLY,PECK,BLIZZARD,7,6190,742,65,31,302,255,136,20,45227,Flareon
11-18,16:29:21,NINTEN,Articuno,Giovanni,5,12:38.75,12:38,0h12m38s,1,1,47,2:25,7.063,ICE BEAM,FLY,PECK,BLIZZARD,8,6258,751,66,31,308,261,139,20,46177,Flareon
11-18,16:29:48,NINTEN,Articuno,Rival1-Lab,1,13:06.21,13:06,0h13m6s,2,1,5,0:02,2.689,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:30:16,NINTEN,Articuno,Rival1-Lab,1,15.96,15,0h0m15s,0,0,5,0:02,2.719,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:30:52,NINTEN,Articuno,Bug Catcher,1,52.29,52,0h0m52s,0,0,7,0:10,2.703,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:30:59,NINTEN,Articuno,Brock,2,58.80,58,0h0m58s,0,0,9,0:11,2.547,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:31:07,NINTEN,Articuno,Bug Catcher,3,1:07.18,1:07,0h1m7s,0,0,10,0:13,4.701,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:31:10,NINTEN,Articuno,Youngster,2,1:09.88,1:09,0h1m9s,0,0,10,0:14,1.766,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:31:16,NINTEN,Articuno,Bug Catcher,4,1:15.42,1:15,0h1m15s,0,0,11,0:15,4.71,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:31:21,NINTEN,Articuno,Bug Catcher,2,1:20.55,1:20,0h1m20s,0,0,12,0:17,3.298,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:31:29,NINTEN,Articuno,Super Nerd,2,1:28.93,1:28,0h1m28s,0,0,13,0:19,2.515,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:31:49,NINTEN,Articuno,Super Nerd,3,1:48.32,1:48,0h1m48s,0,0,14,0:23,2.687,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:31:53,NINTEN,Articuno,Rocket,3,1:53.00,1:53,0h1m53s,0,0,15,0:24,2.625,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:32:05,NINTEN,Articuno,Rival2-Nugget Bridge,4,2:04.63,2:04,0h2m4s,0,0,16,0:27,4.326,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,16:32:12,NINTEN,Articuno,Bug Catcher,2,2:11.52,2:11,0h2m11s,0,0,16,0:29,2.5,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,16:32:14,NINTEN,Articuno,Lass,2,2:14.29,2:14,0h2m14s,0,0,16,0:29,1.955,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,16:32:18,NINTEN,Articuno,Youngster,3,2:17.85,2:17,0h2m17s,0,0,17,0:30,2.75,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,16:32:21,NINTEN,Articuno,Lass,2,2:20.41,2:20,0h2m20s,0,0,17,0:31,1.78,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,16:32:23,NINTEN,Articuno,Jr Trainer M,1,2:23.16,2:23,0h2m23s,0,0,17,0:31,1.937,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,16:32:28,NINTEN,Articuno,Rocket,2,2:28.07,2:28,0h2m28s,0,0,18,0:33,3.094,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,16:32:33,NINTEN,Articuno,Hiker,2,2:32.41,2:32,0h2m32s,0,0,18,0:34,1.842,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,16:32:38,NINTEN,Articuno,Lass,2,2:38.29,2:38,0h2m38s,0,0,18,0:35,3.281,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,16:32:42,NINTEN,Articuno,Jr Trainer M,2,2:42.29,2:42,0h2m42s,0,0,19,0:36,1.953,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,16:32:46,NINTEN,Articuno,Lass,3,2:45.91,2:45,0h2m45s,0,0,19,0:37,2.452,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,16:32:57,NINTEN,Articuno,Jr Trainer F,1,2:57.15,2:57,0h2m57s,0,0,19,0:39,2.236,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,16:33:05,NINTEN,Articuno,Misty,2,3:05.00,3:05,0h3m5s,0,0,20,0:41,5.884,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,16:33:33,NINTEN,Articuno,Rival1-Lab,1,13.38,13,0h0m13s,0,0,5,0:02,2.391,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:40:51,NINTEN,Articuno,Rival1-Lab,1,13.65,13,0h0m13s,0,0,5,0:02,2.266,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:41:24,NINTEN,Articuno,Bug Catcher,1,46.55,46,0h0m46s,0,0,7,0:10,2.703,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:41:30,NINTEN,Articuno,Brock,2,53.25,53,0h0m53s,0,0,9,0:11,2.625,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:41:39,NINTEN,Articuno,Bug Catcher,3,1:01.59,1:01,0h1m1s,0,0,10,0:13,4.657,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:41:41,NINTEN,Articuno,Youngster,2,1:04.30,1:04,0h1m4s,0,0,10,0:14,1.799,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:41:47,NINTEN,Articuno,Bug Catcher,4,1:09.83,1:09,0h1m9s,0,0,11,0:15,4.71,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:41:52,NINTEN,Articuno,Bug Catcher,2,1:15.07,1:15,0h1m15s,0,0,12,0:17,3.33,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:42:00,NINTEN,Articuno,Super Nerd,2,1:23.39,1:23,0h1m23s,0,0,13,0:19,2.454,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:42:20,NINTEN,Articuno,Super Nerd,3,1:42.91,1:42,0h1m42s,0,0,14,0:23,2.705,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:42:25,NINTEN,Articuno,Rocket,3,1:47.52,1:47,0h1m47s,0,0,15,0:24,2.564,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:42:36,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:59.24,1:59,0h1m59s,0,0,16,0:27,4.468,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,16:43:03,NINTEN,Articuno,Rival1-Lab,1,13.46,13,0h0m13s,0,0,5,0:02,2.423,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:43:49,NINTEN,Articuno,Rival1-Lab,1,13.60,13,0h0m13s,0,0,5,0:02,2.251,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:44:22,NINTEN,Articuno,Bug Catcher,1,46.34,46,0h0m46s,0,0,7,0:10,2.687,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:44:28,NINTEN,Articuno,Brock,2,52.99,52,0h0m52s,0,0,9,0:11,2.61,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:44:36,NINTEN,Articuno,Bug Catcher,3,1:01.22,1:01,0h1m1s,0,0,10,0:13,4.608,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:44:39,NINTEN,Articuno,Youngster,2,1:03.88,1:03,0h1m3s,0,0,10,0:14,1.718,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:44:45,NINTEN,Articuno,Bug Catcher,4,1:09.34,1:09,0h1m9s,0,0,11,0:15,4.668,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:44:50,NINTEN,Articuno,Bug Catcher,2,1:14.51,1:14,0h1m14s,0,0,12,0:17,3.298,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:44:58,NINTEN,Articuno,Super Nerd,2,1:22.70,1:22,0h1m22s,0,0,13,0:19,2.375,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:45:17,NINTEN,Articuno,Super Nerd,3,1:42.09,1:42,0h1m42s,0,0,14,0:23,2.702,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:45:22,NINTEN,Articuno,Rocket,3,1:46.68,1:46,0h1m46s,0,0,15,0:24,2.547,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:45:34,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:58.32,1:58,0h1m58s,0,0,16,0:27,4.377,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,16:45:41,NINTEN,Articuno,Bug Catcher,2,2:05.31,2:05,0h2m5s,0,0,16,0:29,2.546,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
